nodenumber     x-coordinate     y-coordinate     z-coordinate velocity-magnitude       z-velocity       y-velocity       x-velocity         pressure     z-coordinate     y-coordinate     x-coordinate 
        21  2.549690902E-01  2.880701125E-01 -1.815471649E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  4.001289489E-01 -1.815471649E-01  2.880701125E-01  2.549690902E-01 
        22  2.545118677E-01  2.873440250E-01 -1.815456609E-01  2.071685089E-05 -1.779238040E-05 -9.544706648E-06  3.889650442E-06  0.000000000E+00 -1.815456609E-01  2.873440250E-01  2.545118677E-01 
        23  2.545777857E-01  2.875143886E-01 -1.815407425E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.681516005E-03 -1.815407425E-01  2.875143886E-01  2.545777857E-01 
        24  2.545290291E-01  2.874064445E-01 -1.815271378E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -6.352013385E-04 -1.815271378E-01  2.874064445E-01  2.545290291E-01 
        25  2.544733286E-01  2.872828245E-01 -1.815232784E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  6.819292267E-05 -1.815232784E-01  2.872828245E-01  2.544733286E-01 
        26  2.544754321E-01  2.872861663E-01 -1.815199659E-01  4.870926958E-06 -3.928946549E-06 -2.759308798E-06  4.705247014E-07  0.000000000E+00 -1.815199659E-01  2.872861663E-01  2.544754321E-01 
        27  2.544775357E-01  2.872895080E-01 -1.815166534E-01  1.039217027E-05 -8.338414934E-06 -5.995531528E-06  1.175145310E-06  0.000000000E+00 -1.815166534E-01  2.872895080E-01  2.544775357E-01 
        28  2.544796393E-01  2.872928497E-01 -1.815133409E-01  2.556260880E-05 -2.067092872E-05 -1.438082168E-05  4.070518275E-06  0.000000000E+00 -1.815133409E-01  2.872928497E-01  2.544796393E-01 
        29  2.549754688E-01  2.880802393E-01 -1.815061057E-01  1.702969532E-02  2.780904379E-03  7.949629412E-03 -1.390623800E-02 -2.669324236E-01 -1.815061057E-01  2.880802393E-01  2.549754688E-01 
        30  2.548699107E-01  2.879126119E-01 -1.814949622E-01  2.800794897E-02  7.336806677E-03  1.482250688E-02 -2.253707479E-02 -5.126181664E-01 -1.814949622E-01  2.879126119E-01  2.548699107E-01 
        31  2.546233553E-01  2.875210697E-01 -1.814925050E-01  9.977077838E-05  3.698858105E-05  3.099579196E-05 -8.909195673E-06 -4.119959782E-06 -1.814925050E-01  2.875210697E-01  2.546233553E-01 
        32  2.546656516E-01  2.875882610E-01 -1.814771489E-01  1.075599970E-03  2.635639491E-04  5.918359633E-04 -7.719538431E-04 -1.275851886E-03 -1.814771489E-01  2.875882610E-01  2.546656516E-01 
        33  2.544800043E-01  2.873633802E-01 -1.814693660E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.467643215E-04 -1.814693660E-01  2.873633802E-01  2.544800043E-01 
        34  2.545178235E-01  2.874630094E-01 -1.814692020E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.465292064E-03 -1.814692020E-01  2.874630094E-01  2.545178235E-01 
        35  2.545597255E-01  2.875734568E-01 -1.814690083E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  3.933722910E-02 -1.814690083E-01  2.875734568E-01  2.545597255E-01 
        36  2.546109259E-01  2.877084315E-01 -1.814687997E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.068024519E-01 -1.814687997E-01  2.877084315E-01  2.546109259E-01 
        37  2.546735406E-01  2.878735065E-01 -1.814685166E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -8.870064621E-01 -1.814685166E-01  2.878735065E-01  2.546735406E-01 
        38  2.548077404E-01  2.879965901E-01 -1.814668328E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.870826000E+00 -1.814668328E-01  2.879965901E-01  2.548077404E-01 
        39  2.549477816E-01  2.881250679E-01 -1.814650744E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -9.551304188E-01 -1.814650744E-01  2.881250679E-01  2.549477816E-01 
        40  2.550802231E-01  2.882465422E-01 -1.814634055E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.431097272E+00 -1.814634055E-01  2.882465422E-01  2.550802231E-01 
        41  2.545317279E-01  2.873755836E-01 -1.814596287E-01  1.292196960E-04 -9.767393894E-05 -5.887477261E-05  4.046466434E-05 -1.310660432E-07 -1.814596287E-01  2.873755836E-01  2.545317279E-01 
        42  2.549808627E-01  2.880888032E-01 -1.814583235E-01  4.377848546E-02  5.844771520E-03  2.372230162E-02 -3.582542989E-02 -1.197548043E+00 -1.814583235E-01  2.880888032E-01  2.549808627E-01 
        43  2.545861035E-01  2.874619204E-01 -1.814552840E-01  8.476707663E-05 -1.196201689E-05  4.463366949E-05 -1.977828315E-05 -3.962368087E-06 -1.814552840E-01  2.874619204E-01  2.545861035E-01 
        44  2.544662654E-01  2.872716486E-01 -1.814234853E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.486165100E-03 -1.814234853E-01  2.872716486E-01  2.544662654E-01 
        45  2.544696161E-01  2.872769690E-01 -1.814218422E-01  2.071983723E-05 -1.797963622E-05 -9.765979237E-06  2.244912702E-06  0.000000000E+00 -1.814218422E-01  2.872769690E-01  2.544696161E-01 
        46  2.544729667E-01  2.872822893E-01 -1.814201991E-01  4.464929626E-05 -3.814733805E-05 -2.241909172E-05  4.425996065E-06  0.000000000E+00 -1.814201991E-01  2.872822893E-01  2.544729667E-01 
        47  2.550853366E-01  2.882546691E-01 -1.814196502E-01  3.925420247E-02  7.031445149E-03  1.157748484E-02 -3.345192361E-02 -9.620576211E-01 -1.814196502E-01  2.882546691E-01  2.550853366E-01 
        48  2.544763173E-01  2.872876096E-01 -1.814185560E-01  1.228330285E-04 -1.009137419E-04 -6.395700159E-05  2.551117501E-05  0.000000000E+00 -1.814185560E-01  2.872876096E-01  2.544763173E-01 
        49  2.549842339E-01  2.880941559E-01 -1.814025476E-01  7.240083453E-02  8.058524088E-03  3.976371228E-02 -5.955513799E-02 -2.897451684E+00 -1.814025476E-01  2.880941559E-01  2.549842339E-01 
        50  2.545108199E-01  2.875386775E-01 -1.814013273E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.279101470E-02 -1.814013273E-01  2.875386775E-01  2.545108199E-01 
        51  2.546239392E-01  2.875220239E-01 -1.813968632E-01  1.031248171E-03 -1.775885736E-05  7.468547430E-04 -4.923725101E-04 -1.228769776E-03 -1.813968632E-01  2.875220239E-01  2.546239392E-01 
        52  2.548641003E-01  2.879033879E-01 -1.813962673E-01  5.132546726E-02  9.134651783E-03  2.920184691E-02 -4.102217668E-02 -1.636367409E+00 -1.813962673E-01  2.879033879E-01  2.548641003E-01 
        53  2.544737756E-01  2.874504924E-01 -1.813946366E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.860402127E-03 -1.813946366E-01  2.874504924E-01  2.544737756E-01 
        54  2.544677556E-01  2.873635590E-01 -1.813855320E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.832698960E-03 -1.813855320E-01  2.873635590E-01  2.544677556E-01 
        55  2.546586096E-01  2.880559266E-01 -1.813695878E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -7.324683993E+00 -1.813695878E-01  2.880559266E-01  2.546586096E-01 
        56  2.550893938E-01  2.882611204E-01 -1.813671433E-01  1.122368918E-01 -8.579610746E-03 -3.721451566E-02 -2.430577376E-02 -1.714782995E+00 -1.813671433E-01  2.882611204E-01  2.550893938E-01 
        57  2.545668976E-01  2.874314291E-01 -1.813606914E-01  5.689475134E-04 -3.713495469E-04 -2.479359112E-04  2.197148257E-04 -1.557839140E-06 -1.813606914E-01  2.874314291E-01  2.545668976E-01 
        58  2.545169900E-01  2.873521970E-01 -1.813576088E-01  3.690667143E-04 -2.930111745E-04 -2.012827258E-04  8.650075562E-05  0.000000000E+00 -1.813576088E-01  2.873521970E-01  2.545169900E-01 
        59  2.545318604E-01  2.876564562E-01 -1.813562661E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.147199257E-02 -1.813562661E-01  2.876564562E-01  2.545318604E-01 
        60  2.550120950E-01  2.884951830E-01 -1.813556105E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.308284254E+01 -1.813556105E-01  2.884951830E-01  2.550120950E-01 
        61  2.548663616E-01  2.882746160E-01 -1.813527793E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -9.490527887E+00 -1.813527793E-01  2.882746160E-01  2.548663616E-01 
        62  2.546892105E-01  2.876256740E-01 -1.813520632E-01  8.819277824E-03  3.014512319E-05  5.925516623E-03 -6.372047868E-03 -8.324648853E-02 -1.813520632E-01  2.876256740E-01  2.546892105E-01 
        63  2.552462518E-01  2.885102332E-01 -1.813519001E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -5.818471292E+00 -1.813519001E-01  2.885102332E-01  2.552462518E-01 
        64  2.544673085E-01  2.875402272E-01 -1.813176572E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  2.381518259E-02 -1.813176572E-01  2.875402272E-01  2.544673085E-01 
        65  2.544474006E-01  2.872416973E-01 -1.813104004E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.814361091E-03 -1.813104004E-01  2.872416973E-01  2.544474006E-01 
        66  2.544558696E-01  2.872551443E-01 -1.813064070E-01  8.593565870E-05 -4.903064497E-05 -6.499300532E-05  3.423371441E-06  0.000000000E+00 -1.813064070E-01  2.872551443E-01  2.544558696E-01 
        67  2.550912834E-01  2.882641316E-01 -1.813040606E-01  2.518143706E-01 -2.858728727E-02 -1.630430732E-01  7.649412596E-02 -1.601914440E+00 -1.813040606E-01  2.882641316E-01  2.550912834E-01 
        68  2.552490339E-01  2.885146434E-01 -1.813027769E-01  6.699377176E-02  1.675348033E-02  1.292667587E-02 -6.083733633E-02 -2.330660297E+00 -1.813027769E-01  2.885146434E-01  2.552490339E-01 
        69  2.544659630E-01  2.872711703E-01 -1.813009739E-01  1.861651847E-04 -1.003725446E-04 -1.450049247E-04  7.112743484E-06  0.000000000E+00 -1.813009739E-01  2.872711703E-01  2.544659630E-01 
        70  2.544789376E-01  2.872917715E-01 -1.812964444E-01  3.585672195E-04 -2.007755046E-04 -2.743131941E-04  2.400675152E-05  0.000000000E+00 -1.812964444E-01  2.872917715E-01  2.544789376E-01 
        71  2.545735240E-01  2.878542244E-01 -1.812925935E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -4.382625439E+00 -1.812925935E-01  2.878542244E-01  2.545735240E-01 
        72  2.544527650E-01  2.873637974E-01 -1.812830865E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.585624665E-03 -1.812830865E-01  2.873637974E-01  2.544527650E-01 
        73  2.547980931E-01  2.877985438E-01 -1.812633877E-01  4.299395984E-02 -1.857228845E-03  2.168232120E-02 -2.465189364E-02 -1.284786687E+00 -1.812633877E-01  2.877985438E-01  2.547980931E-01 
        74  2.553903162E-01  2.887389660E-01 -1.812551618E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -6.954110065E+00 -1.812551618E-01  2.887389660E-01  2.553903162E-01 
        75  2.545304461E-01  2.873735477E-01 -1.812517249E-01  1.067969423E-03 -4.893975560E-04 -8.604018425E-04  2.589293726E-04  0.000000000E+00 -1.812517249E-01  2.873735477E-01  2.545304461E-01 
        76  2.551645041E-01  2.887506187E-01 -1.812474579E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.741496596E+01 -1.812474579E-01  2.887506187E-01  2.551645041E-01 
        77  2.552501696E-01  2.885164384E-01 -1.812447334E-01  1.571117296E-01 -2.511186366E-02 -1.071364842E-01 -5.632566310E-03 -1.472756480E+00 -1.812447334E-01  2.885164384E-01  2.552501696E-01 
        78  2.549332583E-01  2.880132106E-01 -1.812434389E-01  1.133504315E-01 -6.644728775E-03 -4.822533694E-03 -1.826781159E-02 -2.721993838E+00 -1.812434389E-01  2.880132106E-01  2.549332583E-01 
        79  2.546106295E-01  2.875008769E-01 -1.812406863E-01  2.667785076E-03 -8.394503398E-04 -1.709693849E-04 -1.283084789E-03 -4.475054843E-03 -1.812406863E-01  2.875008769E-01  2.546106295E-01 
        80  2.549389303E-01  2.887623012E-01 -1.812397838E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -3.532452982E+01 -1.812397838E-01  2.887623012E-01  2.549389303E-01 
        81  2.547759414E-01  2.885141969E-01 -1.812370569E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.253643470E+01 -1.812370569E-01  2.885141969E-01  2.547759414E-01 
        82  2.546382248E-01  2.883045375E-01 -1.812347621E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.968046904E+01 -1.812347621E-01  2.883045375E-01  2.546382248E-01 
        83  2.544493377E-01  2.874895036E-01 -1.812134236E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  6.911518934E-02 -1.812134236E-01  2.874895036E-01  2.544493377E-01 
        84  2.553891010E-01  2.887370395E-01 -1.812099277E-01  9.615137646E-02  2.231688025E-02  4.577542996E-02 -8.018366292E-02 -4.963037300E+00 -1.812099277E-01  2.887370395E-01  2.553891010E-01 
        85  2.544582784E-01  2.876663506E-01 -1.812094599E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -8.092027981E-01 -1.812094599E-01  2.876663506E-01  2.544582784E-01 
        86  2.544355392E-01  2.872889638E-01 -1.812046319E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  6.434722284E-03 -1.812046319E-01  2.872889638E-01  2.544355392E-01 
        87  2.547416091E-01  2.887833416E-01 -1.811772436E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -5.118589412E+01 -1.811772436E-01  2.887833416E-01  2.547416091E-01 
        88  2.552485890E-01  2.885139189E-01 -1.811764324E-01  5.161469967E-01 -7.261213135E-02 -4.341323154E-01  2.560456600E-01  0.000000000E+00 -1.811764324E-01  2.885139189E-01  2.552485890E-01 
        89  2.544236779E-01  2.872039974E-01 -1.811679453E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  3.510528300E-03 -1.811679453E-01  2.872039974E-01  2.544236779E-01 
        90  2.545608580E-01  2.885637581E-01 -1.811639667E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.994262703E+01 -1.811639667E-01  2.885637581E-01  2.545608580E-01 
        91  2.544366673E-01  2.872246259E-01 -1.811621261E-01  1.069284528E-04 -5.180171196E-05 -9.012317270E-05  6.044337228E-06  0.000000000E+00 -1.811621261E-01  2.872246259E-01  2.544366673E-01 
        92  2.544348240E-01  2.873640656E-01 -1.811604649E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  4.979947104E-02 -1.811604649E-01  2.873640656E-01  2.544348240E-01 
        93  2.553858931E-01  2.887319490E-01 -1.811575402E-01  1.181091034E-01  3.225778380E-03  7.621088924E-03 -6.756906116E-02 -4.781968174E+00 -1.811575402E-01  2.887319490E-01  2.553858931E-01 
        94  2.545480430E-01  2.880811393E-01 -1.811568886E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.039504275E+01 -1.811568886E-01  2.880811393E-01  2.545480430E-01 
        95  2.547007493E-01  2.876439624E-01 -1.811553459E-01  2.402580196E-02 -3.486686677E-03 -9.403974438E-03 -6.970584591E-03 -1.124874817E-01 -1.811553459E-01  2.876439624E-01  2.547007493E-01 
        96  2.544516451E-01  2.872484121E-01 -1.811548276E-01  2.132872263E-04 -9.731225163E-05 -1.689251586E-04  9.162814855E-06  0.000000000E+00 -1.811548276E-01  2.872484121E-01  2.544516451E-01 
        97  2.544695088E-01  2.872767815E-01 -1.811467195E-01  4.243926606E-04 -1.082389674E-04 -3.052521013E-04 -5.611697480E-07 -4.124329576E-06 -1.811467195E-01  2.872767815E-01  2.544695088E-01 
        98  2.553293109E-01  2.889391184E-01 -1.811437756E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.133490175E+01 -1.811437756E-01  2.889391184E-01  2.553293109E-01 
        99  2.548701465E-01  2.890313566E-01 -1.811410785E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.039745093E+02 -1.811410785E-01  2.890313566E-01  2.548701465E-01 
       100  2.551291883E-01  2.889624536E-01 -1.811297685E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -4.333872183E+01 -1.811297685E-01  2.889624536E-01  2.551291883E-01 
       101  2.544563115E-01  2.892095447E-01 -1.811271459E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -7.603868322E+01 -1.811271459E-01  2.892095447E-01  2.544563115E-01 
       102  2.554972768E-01  2.889088094E-01 -1.811258197E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.107749053E+01 -1.811258197E-01  2.889088094E-01  2.554972768E-01 
       103  2.545385175E-01  2.873863646E-01 -1.811065020E-01  2.637397430E-03  3.446399051E-04  6.312011286E-04 -1.444643684E-03 -8.959622893E-03 -1.811065020E-01  2.873863646E-01  2.545385175E-01 
       104  2.540982664E-01  2.895060182E-01 -1.811010540E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -7.883168280E+01 -1.811010540E-01  2.895060182E-01  2.540982664E-01 
       105  2.553798753E-01  2.887223968E-01 -1.810971464E-01  5.395606708E-01 -8.547638249E-02 -4.055920085E-01  2.603072147E-01 -1.120371696E+00 -1.810971464E-01  2.887223968E-01  2.553798753E-01 
       106  2.544872165E-01  2.888104618E-01 -1.810965985E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -5.307259128E+01 -1.810965985E-01  2.888104618E-01  2.544872165E-01 
       107  2.548760185E-01  2.879223189E-01 -1.810954340E-01  2.747984703E-01 -8.173474878E-02 -1.698332325E-01  1.410446072E-01 -9.144192275E-01 -1.810954340E-01  2.879223189E-01  2.548760185E-01 
       108  2.554927324E-01  2.889015975E-01 -1.810897747E-01  1.239394223E-01  1.604302757E-02  5.847499084E-02 -1.067495306E-01 -8.069415677E+00 -1.810897747E-01  2.889015975E-01  2.554927324E-01 
       109  2.544315457E-01  2.875081003E-01 -1.810851544E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.861046248E-02 -1.810851544E-01  2.875081003E-01  2.544315457E-01 
       110  2.546460629E-01  2.890267670E-01 -1.810784191E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -9.596271487E+01 -1.810784191E-01  2.890267670E-01  2.546460629E-01 
       111  2.544156909E-01  2.872734070E-01 -1.810772866E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  1.970525063E-02 -1.810772866E-01  2.872734070E-01  2.544156909E-01 
       112  2.544465363E-01  2.878297865E-01 -1.810692698E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.428082602E+01 -1.810692698E-01  2.878297865E-01  2.544465363E-01 
       113  2.528588772E-01  2.916477621E-01 -1.810654253E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  5.536548224E+02 -1.810654253E-01  2.916477621E-01  2.528588772E-01 
       114  2.544272840E-01  2.895813286E-01 -1.810617298E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -7.963449424E+01 -1.810617298E-01  2.895813286E-01  2.544272840E-01 
       115  2.546297014E-01  2.894097865E-01 -1.810604632E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.249839393E+02 -1.810604632E-01  2.894097865E-01  2.546297014E-01 
       116  2.545078993E-01  2.882944047E-01 -1.810592413E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -3.196027737E+01 -1.810592413E-01  2.882944047E-01  2.545078993E-01 
       117  2.548131645E-01  2.892543077E-01 -1.810593009E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.228717809E+02 -1.810593009E-01  2.892543077E-01  2.548131645E-01 
       118  2.546220487E-01  2.875189894E-01 -1.810579949E-01  1.610510964E-02  4.744098135E-03  4.830982629E-03 -1.256270800E-02 -1.999193796E-01 -1.810579949E-01  2.875189894E-01  2.546220487E-01 
       119  2.542588711E-01  2.896898091E-01 -1.810553968E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -5.460684821E+01 -1.810553968E-01  2.896898091E-01  2.542588711E-01 
       120  2.550642192E-01  2.891792953E-01 -1.810516566E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.003798270E+02 -1.810516566E-01  2.891792953E-01  2.550642192E-01 
       121  2.541165948E-01  2.893153131E-01 -1.810498387E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -6.965186845E+01 -1.810498387E-01  2.893153131E-01  2.541165948E-01 
       122  2.554861711E-01  2.888911836E-01 -1.810484096E-01  1.247833179E-01 -1.152119315E-03  3.810890318E-02 -1.096443549E-01 -8.166709647E+00 -1.810484096E-01  2.888911836E-01  2.554861711E-01 
       123  2.540723085E-01  2.898099720E-01 -1.810483634E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.074194122E+02 -1.810483634E-01  2.898099720E-01  2.540723085E-01 
       124  2.542822957E-01  2.890154421E-01 -1.810467839E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -4.980417482E+01 -1.810467839E-01  2.890154421E-01  2.542822957E-01 
       125  2.527476847E-01  2.916644216E-01 -1.810454726E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  5.389978516E+02 -1.810454726E-01  2.916644216E-01  2.527476847E-01 
       126  2.552753389E-01  2.891162038E-01 -1.810452491E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -4.417158384E+01 -1.810452491E-01  2.891162038E-01  2.552753389E-01 
       127  2.542755306E-01  2.893691659E-01 -1.810352355E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -7.231222095E+01 -1.810352355E-01  2.893691659E-01  2.542755306E-01 
       128  2.554219663E-01  2.890813053E-01 -1.810348481E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -2.800142228E+01 -1.810348481E-01  2.890813053E-01  2.554219663E-01 
       129  2.528173923E-01  2.918572426E-01 -1.810327172E-01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  5.355802316E+02 -1.810327172E-01  2.918572426E-01  2.528173923E-01 
